weight,source,target
1,2630,3600
7,4720,5510
1,4110,3620
1,3620,3160
5,4110,4430
3,4610,4840
2,4840,3410
1,4040,6100
3,4110,3410
1,3410,4900
9,4600,3600
9,4110,5810
1,4550,1020
1,4120,5610
13,4020,4010
2,4150,5240
1,4840,4800
1,4800,540
5,4600,4050
1,4610,4460
9,4010,4050
3,4020,7340
1,4600,2010
1,4540,1300
11,4600,5240
3,4020,5260
1,4010,3650
1,3650,4010
1,4010,5810
2,4110,2310
1,2310,2010
1,4650,3410
1,3410,4760
2,4760,2140
3,4020,7010
1,7010,7020
1,7020,2750
1,2750,7010
4,4600,2000
10,4020,4030
1,4030,1000
1,1000,6420
1,6420,1000
2,4510,5810
3,4600,800
5,4610,4220
2,4020,5810
5,4600,3650
16,4110,4030
9,4030,4110
1,4110,1610
3,4510,5240
3,4610,2540
1,710,5160
1,5160,5810
11,4020,3600
12,4620,2340
1,4120,2850
1,2850,5600
1,4000,4250
1,4110,2320
1,2320,6260
2,6260,2320
3,4120,4050
3,4040,2310
5,4610,5700
1,4610,3130
4,4010,5260
3,5260,4010
2,4010,5900
1,5900,4010
1,5900,940
18,4600,5400
10,5400,4600
2,4010,4600
5,4600,2720
1,2310,2720
9,4110,4050
26,4150,4110
1,4000,1010
2,4200,4230
5,4110,4220
1,4010,7020
24,4110,5400
1,2340,2710
1,2710,2850
1,4120,3600
1,4640,2330
1,2330,2720
1,4110,4800
2,4110,1020
1,1020,4110
2,4110,2850
1,2850,9990
1,9990,800
1,4640,350
2,4040,2830
4,4010,4700
1,4110,7420
1,4020,4040
16,4600,4110
1,4120,3500
2,4110,2750
1,2750,5620
1,5620,2750
1,4110,3050
2,4020,2600
1,2600,4020
4,4620,430
1,430,2010
1,2010,2020
2,4210,4220
1,4010,130
14,4020,6230
8,4600,4020
1,4600,6420
2,4610,5400
1,5700,2060
1,2060,4220
5,4620,2310
17,4110,3600
3,4610,5240
1,5240,5510
6,4150,5700
13,4020,4220
3,4220,7010
1,7010,4020
9,4110,2340
1,4110,4710
1,4710,5620
3,5620,6600
1,6600,5160
1,5160,6510
1,4520,9820
1,9820,6940
2,4120,4720
3,4720,3500
2,4110,3630
3,4600,4010
3,4530,4220
1,4010,3410
2,4120,5620
2,4110,620
1,620,4110
19,4720,5120
4,5120,4110
2,310,3600
2,4020,4710
1,5400,4240
4,4620,6420
1,6420,50
1,4620,2060
2,2060,2310
1,2310,2060
2,4620,910
8,4620,4760
2,4110,5510
1,5510,160
1,160,8030
3,4020,1040
1,4610,7200
3,4110,3650
7,4220,4020
2,1040,4020
1,4020,1010
1,1010,4020
2,4110,2010
1,2010,4960
1,4320,50
1,50,4320
25,4110,4040
1,4110,3130
9,4010,4020
3,4620,5930
13,4600,5700
10,4020,4050
2,4150,4030
4,4030,4150
2,4150,5810
4,4010,4250
3,4620,4030
2,4030,6050
1,4020,7260
1,7260,7210
5,4620,9620
4,6260,6440
5,6440,9620
34,9620,4220
1,4210,620
1,4640,4130
1,4130,2310
2,4650,4150
1,4610,1430
1,1430,4610
1,4610,1450
8,4720,4040
4,4600,5810
1,4110,5800
1,5800,4110
1,4200,4050
1,4050,4200
5,310,4010
1,4540,5320
1,4720,7010
2,4610,2020
4,4610,2000
5,4110,4120
1,4120,1220
1,1220,4120
7,4110,4700
7,4600,5620
10,4720,5100
1,5100,4150
5,4150,4600
1,4600,4040
1,4510,5560
1,5560,5860
1,5860,2750
1,4200,2630
2,4150,5860
1,5860,6420
4,4600,5260
1,5260,5350
7,3600,4110
14,4040,4110
1,4010,4220
11,4220,4110
1,6420,5110
1,5700,5300
1,5300,5520
1,5520,2300
14,4020,4110
12,4020,5620
1,3600,5260
5,6230,5620
9,5620,4020
1,4550,3600
2,4110,5310
2,5310,4110
1,4050,6350
1,6350,7150
1,7150,7200
2,5810,4110
1,4200,4250
1,4600,9990
1,9990,4600
4,4600,4430
1,4540,4220
1,4200,5000
1,4200,410
1,410,420
2,4110,5110
1,5110,4940
2,4940,5110
5,4030,4220
8,4110,5860
4,4020,4840
4,4840,6260
1,6260,4840
2,4600,1960
1,1960,5000
9,4110,4250
1,4010,4900
2,5400,4130
1,4130,5400
1,4620,2820
1,2820,60
1,4600,4320
6,4110,6260
1,4600,4810
1,4420,5320
1,5320,5120
26,4020,4720
1,4110,7610
1,7610,4110
1,4000,520
1,520,4000
5,4050,4010
9,4010,4720
2,4020,7310
1,7310,4020
1,4200,4220
1,310,3410
1,5810,5900
1,5900,5600
2,4500,4320
1,4300,4430
5,2340,4620
3,4110,5020
2,5020,5240
1,4030,4140
2,4140,4250
1,4510,5140
3,4110,4610
6,4620,2540
6,4700,20
1,2310,4600
3,4620,3650
3,3650,4620
4,430,4620
6,5240,4600
16,4600,4760
1,2310,5230
1,5230,5420
1,5420,910
1,4150,5010
1,4020,9990
3,4110,1040
1,1040,1100
7,4510,4520
4,310,4110
3,4150,2300
5,2300,5400
1,4200,6510
3,4110,5260
1,4020,7150
1,7150,4020
2,4110,6420
1,6420,4110
18,4110,4020
1,4020,6420
1,6420,4000
22,4110,4760
3,4760,1960
1,1960,5400
1,1960,5840
1,5840,5240
2,4320,4510
2,4510,4030
1,310,4760
48,4760,5620
2,5620,2150
2,4620,3600
1,3600,4620
2,4610,5860
1,5860,4610
2,4640,4610
1,4320,560
5,3600,4020
1,4110,1900
1,1900,2720
5,2720,4110
3,4030,2720
1,4220,1010
5,4620,2000
1,4010,4040
1,4320,2010
1,5700,5100
1,4110,6050
1,6050,2540
1,4610,5300
2,4350,3650
2,4040,4010
11,4600,5860
7,5860,4110
1,4350,6050
1,4120,2600
1,4010,5300
1,2340,1960
1,1960,2540
1,4000,2820
1,4350,5620
1,5620,4350
1,4350,9130
1,4600,1530
1,1530,2820
1,2820,1430
1,1430,820
5,4020,4140
1,4120,5820
1,4640,2340
1,4620,9990
1,9990,2010
2,4610,2010
1,4210,220
11,4000,4020
1,4520,2540
1,4110,5850
13,4110,5620
1,5620,50
1,4020,5930
1,5930,7200
1,7200,5930
1,4600,540
1,540,4700
6,4110,4130
10,4130,4110
2,4110,7810
1,7810,2630
9,4510,4720
5,2340,4110
1,4120,5800
1,5400,5260
2,5260,4030
1,4030,1040
2,4020,3650
1,310,4840
2,3600,5700
2,5240,5310
1,4200,5530
10,4030,4020
1,4350,5400
1,4520,2330
1,4020,850
2,850,4110
1,4110,50
1,4020,1000
1,4600,4900
1,4120,6420
1,6420,2440
1,4010,7220
9,4600,4230
4,4230,4600
2,4020,5100
4,4050,4030
1,4620,5860
2,5860,5810
1,5810,7810
1,7810,5800
1,4620,1830
1,1830,1860
4,4600,5010
1,5010,2820
5,4020,4130
2,4130,4140
8,4110,5160
1,4500,6230
1,6230,4500
1,4010,5340
1,4020,5310
3,4220,4030
2,4510,4320
12,4020,4760
18,4760,5860
1,4040,6240
1,6240,6330
1,6330,6600
1,6600,4940
6,4940,4150
3,4110,5120
1,4610,5120
1,5120,4610
1,4610,5930
2,5930,5120
2,5120,5100
1,4610,5230
1,5010,4600
1,4600,2140
1,4020,5400
2,4230,4610
1,4150,6230
1,6230,5110
1,5110,4020
3,4140,4030
3,4030,4050
1,4050,4250
1,4250,8850
1,8850,9600
5,4600,5160
1,5160,4130
2,4510,5620
1,4350,1020
1,7010,4140
2,2340,5240
1,4010,7300
1,7300,5620
1,4000,6420
1,3600,9990
1,4600,2760
1,330,340
1,4340,4350
2,4350,4340
2,4430,4600
3,4020,4150
2,4010,4130
2,4510,4610
2,4350,5160
1,4110,5320
1,5320,5620
2,5620,5320
2,4130,4600
3,4110,410
1,4510,3410
1,5860,2000
2,2000,5860
2,4150,4010
1,4110,1910
1,4600,220
1,4120,1550
1,4600,20
1,4620,3610
1,3610,4620
5,4620,4110
5,4610,4720
2,4120,4020
1,4010,4200
1,2310,540
1,540,2330
2,4110,2020
1,2540,5330
1,4650,2020
1,2020,2000
1,2340,5330
3,4430,5400
2,5400,2720
2,2720,5400
1,4010,5620
1,4040,3640
1,4200,5300
1,4650,4050
2,4050,5700
2,4420,5400
1,5400,4420
1,4120,730
1,4610,3410
1,4110,2630
1,4320,5700
1,4620,5320
2,4010,800
2,800,5700
1,4120,6230
1,6230,6820
3,4620,5700
1,4010,2140
1,4110,110
1,4350,210
1,4120,4010
2,4720,5520
1,1040,2010
1,2010,4810
29,4720,4010
1,4010,40
1,4000,5620
1,4230,2300
3,4110,4230
5,4230,4110
2,4230,2310
1,4040,9140
4,4600,2320
3,4020,4430
1,4430,1000
1,1000,1110
1,1110,5310
1,5310,5860
12,4110,4010
15,4010,4110
2,4010,5000
1,4640,2320
1,2320,5840
1,4040,4810
1,4810,4760
5,4760,4810
9,4600,4510
2,4110,3740
7,4150,5400
1,4110,5840
1,4240,430
1,4320,8550
1,8550,2600
1,4040,50
1,50,4130
1,4130,50
1,50,4840
1,4020,5300
1,5300,4020
1,4020,5000
1,4110,1560
2,4110,2200
1,2200,4110
1,4610,3030
1,2540,2060
1,2540,2720
1,2720,2540
1,2200,2320
1,310,6050
1,6050,4230
1,4230,5300
2,4600,5930
1,5930,5420
1,4620,5600
1,4600,5800
1,4420,5620
2,5620,2540
1,2540,5900
1,4120,5810
2,4120,2340
1,4300,5000
1,4620,1020
1,1020,1040
1,4010,5860
1,4550,5330
3,4110,3500
1,3500,5400
2,4600,3130
1,5810,1550
1,1550,2020
1,4240,3600
1,4110,2400
1,4600,5820
1,5820,340
1,340,5400
2,4020,6440
1,6440,6420
1,4010,4760
3,4010,4030
6,4030,4010
4,4050,4110
3,4250,4210
1,5010,2300
3,4610,2340
1,2340,2050
1,310,7000
1,4600,310
2,310,5400
1,4010,5120
105,4720,4110
2,4010,2340
4,4620,4960
2,4600,5000
1,4010,6260
1,6260,4010
3,4010,2020
2,2020,4010
2,4110,4950
4,4110,2300
2,2300,4230
1,4110,910
1,910,5930
2,4110,5820
1,5820,860
2,4020,6600
12,4720,430
1,4060,5700
3,4020,6510
1,6510,6050
1,4600,7750
2,4020,7200
1,4110,5600
1,5810,5600
1,4650,3630
1,3630,4610
1,4110,6320
1,6320,4110
1,310,3110
2,4410,7010
2,7010,4410
1,4410,2200
1,2200,1000
1,4350,9720
2,9720,8960
1,4020,4210
1,4120,2300
1,4040,3600
2,4610,4600
1,4010,6420
2,6420,6440
1,2010,4610
1,4610,2330
4,4620,5400
1,4420,4050
2,4020,5610
1,4520,5700
1,5700,4520
1,4040,3130
2,2000,4600
1,4050,6260
1,4350,6220
1,4060,4620
2,4620,5620
2,5620,4620
28,4720,4220
2,4020,4510
1,4510,4220
2,4220,4510
2,5160,5400
1,4610,210
1,210,5240
2,4020,6330
2,6330,4020
1,4150,2830
1,5620,6220
1,4010,850
4,5260,4110
1,4020,7330
1,2340,5120
1,4510,5840
4,4150,4620
1,4620,5140
1,4760,420
2,4200,7340
1,310,940
2,940,4030
1,4030,2540
2,4030,5850
1,5850,4110
2,2310,2540
8,4600,4030
3,5240,4610
1,410,3640
1,4040,620
1,620,4150
3,4150,4040
1,4040,4350
1,2010,6260
1,4510,8410
12,4020,4250
1,4200,7000
1,4150,3520
1,3520,4700
1,4460,2540
4,2540,4760
1,4960,50
1,4210,20
1,4150,2540
1,4150,4140
2,4140,4230
1,4620,1100
3,2340,4020
1,4020,2310
12,4140,4020
1,4030,4060
1,4060,4120
14,5700,4720
5,4110,2720
3,2720,4720
2,4650,5700
5,5810,5400
2,4620,4250
1,7340,4200
1,4320,2340
3,4000,4010
9,4150,4720
13,4720,5610
1,4020,50
1,50,4810
2,310,5240
1,620,540
1,4610,9120
1,5860,820
2,2540,4620
1,4150,720
1,720,4760
1,2200,2720
1,2720,3130
3,310,20
1,4030,3600
2,4150,3600
1,4610,9620
1,4610,4130
1,4130,4610
2,4110,4810
1,4600,730
1,4610,2300
2,4000,6260
11,4020,9620
3,4620,2200
1,2200,4960
1,4960,4620
2,4960,5930
1,5930,2810
1,2810,5930
5,4250,4020
1,4110,3540
1,4040,530
2,4110,4520
1,4320,4500
1,4610,3400
3,4150,5260
1,5260,4150
1,4640,1020
2,4020,7810
1,4540,4110
2,4130,4120
1,4620,4510
1,330,5400
1,5400,3510
1,4110,1110
2,2820,5260
1,4640,2010
4,4640,2000
2,4600,4060
3,4060,4150
1,4150,4060
1,4510,4110
1,4120,5160
1,5160,3600
1,5860,4710
1,4710,5860
1,4110,800
1,4110,4320
2,4320,4720
64,4720,5400
12,5400,4110
5,4010,5240
1,4230,4060
7,4600,3950
8,3950,4600
1,2540,2140
1,4120,3650
1,4510,120
1,4010,110
1,4040,4600
1,4620,3630
1,4150,3320
1,4350,2200
1,2200,2010
1,2010,2200
1,4010,2300
1,2300,3650
1,4620,2020
1,2020,4620
1,5930,2320
1,4110,2830
1,2830,4610
1,5400,10
1,10,3730
1,4200,4720
2,4710,4720
7,4620,4600
1,4610,5600
28,4720,4030
1,4030,4160
1,4040,910
1,910,4250
4,2720,4600
2,4600,2860
1,2860,2720
1,2720,2820
4,4150,2340
1,4620,3540
1,4350,430
1,4620,5310
1,5310,4220
3,4220,2340
1,2340,4220
2,4600,2550
1,2550,5930
1,5930,2550
1,4610,6240
1,6240,2020
1,4150,4120
6,4600,4220
1,4040,5100
1,5100,4850
4,4850,4720
2,4020,6520
2,4530,5810
1,4110,140
5,4020,4600
4,2720,5810
3,5810,5930
2,4110,9610
6,9610,4110
1,4200,3500
1,4540,4510
2,310,430
44,4760,4600
1,4010,1960
2,1960,4720
1,4210,6440
2,4110,5300
2,4000,6200
4,4600,5120
1,4010,150
3,4110,4140
3,4040,4020
1,5700,4650
1,4650,4600
2,4600,4650
1,4650,4030
4,4030,5700
1,5700,4030
2,4030,5110
1,5110,310
1,4200,4320
1,4320,4520
2,4110,2150
1,4010,620
2,620,4720
15,4720,5810
4,4130,4020
2,4540,4040
1,5930,4620
1,4620,1910
1,1910,1550
4,4610,5850
2,5850,4610
1,4600,430
1,4600,5150
1,5150,5120
1,4010,1000
1,6420,4620
1,6420,520
1,4110,1960
1,1960,4600
1,4110,1300
1,4600,4000
1,4000,5110
1,5110,4230
1,4220,4530
2,6260,4600
1,4640,230
4,4110,5930
2,4040,2300
1,2300,4040
1,4040,5240
1,4200,5220
1,3600,5100
2,4110,6230
1,4620,5900
1,5900,4840
3,4230,5400
1,4510,2340
1,2340,5160
1,4030,2440
1,5400,5510
1,4520,5820
1,4120,4230
1,5820,2140
2,4110,5000
1,410,4720
6,4110,4060
1,4610,3530
2,4020,4120
3,5400,2300
5,4620,4720
14,4720,4620
1,420,1040
3,4040,310
2,310,5620
2,5620,4040
1,2340,4600
2,6510,4220
3,4220,6420
2,3600,5320
1,5320,3600
1,4600,3500
1,4040,1540
1,5700,4040
1,4020,2820
1,4030,2850
1,2850,6200
1,6200,2850
1,2850,2050
1,2050,5930
2,5020,4720
2,4620,4220
1,4220,2060
1,2060,4430
6,4600,4620
2,4600,4150
1,4020,4200
1,4200,8300
3,4520,4510
2,4620,2300
6,4720,5000
1,4000,4230
1,4400,4600
1,4650,4320
1,4600,4840
1,4110,6530
1,4010,50
66,4720,4600
4,4620,2720
1,4110,7140
2,4140,4220
1,4150,2630
2,4010,4000
1,4510,6420
1,6420,4320
2,4020,310
1,310,5300
1,4110,600
1,600,4040
1,4040,220
2,4210,4110
1,4110,4210
1,5260,5810
1,4000,4030
1,4610,8800
1,4510,5600
1,4150,430
5,4020,7750
2,7750,5610
1,4610,4710
1,3600,5160
1,5160,5930
1,5930,3650
6,4720,4130
1,4110,4410
1,5700,4510
1,4110,4540
1,2540,4610
4,4120,4110
1,4350,4650
1,4650,4350
1,4350,4230
3,4540,4030
2,4030,4540
1,4540,6420
1,6420,4540
5,4510,4600
2,4010,4230
5,4230,4760
20,4760,4030
1,4150,5510
3,4010,5700
2,4010,5400
2,5400,4010
1,4010,4060
2,4060,3600
2,3600,4060
5,4060,5620
1,2850,2810
1,2810,2820
1,4640,4110
1,4110,4640
1,4150,2140
1,4620,5410
1,5410,5360
4,4020,9610
1,4620,5840
1,4640,2020
1,4040,4840
1,4840,4040
1,4040,20
2,4610,3650
1,3650,4610
2,7800,4220
1,7700,5240
1,140,430
1,8440,2630
1,7700,110
1,8960,1540
1,8740,430
2,8130,8100
1,8210,300
1,8460,6260
3,6260,7810
1,7810,6260
1,8140,7210
1,7210,5520
1,5520,7200
1,7200,5520
1,7750,2310
1,7830,1600
1,1600,2200
2,8740,5400
3,8260,4220
7,7750,4110
3,5160,4110
2,7750,4010
1,8330,4600
1,8630,1430
1,7700,3650
1,7700,5700
1,8920,6260
1,8610,4200
1,4200,7310
1,7700,350
1,8960,4250
4,4250,8960
3,8960,7330
1,8740,1420
1,8740,1460
1,8960,2040
1,8960,2000
1,7800,4050
2,8140,6230
1,6230,6940
1,8950,7800
2,7720,1550
3,8800,3600
1,140,1550
2,8960,4050
5,4050,8960
1,8960,4600
2,4600,8960
2,8260,3600
1,7850,4250
1,4250,2340
1,8460,2320
1,7700,8540
2,7900,8140
2,8740,5860
1,5860,1540
1,7700,6200
3,7750,8650
1,8230,4960
1,4960,2820
1,2820,2830
1,2830,2310
1,2310,2850
1,2850,2200
1,8960,3650
1,3650,5550
1,7700,7810
1,7750,6350
1,8460,2540
4,8830,4720
1,4720,1100
1,1100,6260
1,6260,2910
1,7800,9830
2,8960,4010
3,4700,8830
2,7840,4050
2,8250,2630
3,8740,3600
4,7750,3600
1,4610,2860
2,8960,4950
1,4950,520
1,8250,6200
1,6200,4250
1,4250,6200
1,6200,8710
1,8740,5600
1,8800,8320
1,7830,4050
1,4050,3320
1,3320,4110
1,8640,1920
3,7750,6260
1,8910,4230
2,8800,4220
2,7800,4110
3,7800,9130
1,9130,7800
21,9130,4020
1,7800,5850
1,8830,5620
1,5620,1060
1,1060,5620
1,140,4760
3,8960,5260
1,5260,2440
1,8140,5110
2,8960,5820
2,5820,8960
3,5260,5820
1,5820,5260
1,5820,2200
1,2200,8960
1,8740,7330
3,7750,4140
1,4140,7750
1,8420,7330
1,7700,2700
1,7950,6260
2,7750,4510
1,4510,3600
7,8960,8740
1,7750,9720
2,9720,6420
1,8220,4600
1,4230,5110
1,7700,20
1,20,7700
1,8960,7220
1,7220,6940
1,6940,6320
1,6320,6760
1,8250,4220
2,4220,4960
2,7750,6230
3,8960,4020
1,4020,9150
1,9150,6260
1,7740,1540
2,1540,2630
1,8830,1100
1,8500,6600
1,6600,4250
7,4250,5620
6,5620,7750
1,8800,5900
1,8240,9350
8,7750,4720
1,8800,4710
1,4710,3650
6,8960,5240
4,5240,4020
1,8950,7310
2,7310,6520
1,8260,2200
1,2200,9990
1,9990,2200
1,7700,1900
1,7700,4030
4,7750,7200
1,7200,7810
7,7750,4020
2,7950,3600
2,8960,6320
2,8740,4110
1,1020,1060
1,8250,2830
5,8800,4020
1,8030,5810
1,8230,310
8,8740,4720
1,7720,2540
4,2540,4720
1,8250,4020
1,7950,5610
1,7700,4200
1,7700,8260
1,8030,2920
1,2920,5240
7,8960,4220
2,8960,620
1,140,40
1,40,5000
2,7750,8320
2,8320,7750
1,8960,4040
2,8800,6050
1,8830,5860
1,7750,5320
2,8800,4600
3,7750,7700
1,8850,4220
1,7750,4420
1,8340,8330
1,8330,8340
1,8740,1530
1,1530,2200
1,2200,1760
1,8740,1430
1,1430,1460
1,1460,1430
1,8740,3130
1,8960,2140
1,8620,1920
1,8220,4250
1,7720,620
4,8220,7750
2,8960,7620
1,7620,7340
1,7340,6220
2,8740,1040
1,7850,4010
1,8100,4020
4,8800,4720
1,4720,4160
1,4160,4720
4,7750,8960
3,8960,5610
1,8040,330
1,8550,8500
1,8100,7350
1,8740,7700
2,8960,6440
3,6440,9130
1,9130,8140
1,8550,6510
3,6510,5620
1,8740,8800
2,8800,9620
1,8140,7810
1,8030,7220
1,7220,8030
1,8640,9620
3,8740,7000
1,8740,1110
1,1110,6230
1,8740,5700
1,8540,7300
1,7300,7340
1,7340,7300
1,8620,5610
1,8960,6130
1,140,6200
1,7730,5620
1,8540,6260
2,6260,4230
1,8000,8960
1,8010,5000
1,8010,2540
1,2540,8010
1,8010,230
1,230,2200
1,8960,5850
1,5850,5120
1,7700,5020
2,8740,5240
2,8760,5930
1,7750,2340
1,7950,8130
1,8130,8740
2,8640,6050
1,8030,6440
1,7750,4400
2,8140,5620
1,8920,7920
1,7920,8920
1,7720,7810
1,7810,7010
2,8930,8960
1,8330,4030
1,4030,4950
1,140,5260
1,8740,2300
1,7720,8330
1,140,7700
1,8630,7300
1,8740,1740
1,7940,2910
2,2910,5240
7,8960,7750
1,8220,8200
1,8200,6230
1,6230,7210
1,8220,3300
2,8960,5400
2,8960,9130
2,9130,8500
1,8220,1010
1,7950,4010
1,8030,7750
1,8740,2860
1,7700,410
1,7700,1920
1,8220,5620
3,7720,7750
1,7900,8030
1,8010,4220
4,4220,6260
1,7950,6840
1,7730,6000
1,8010,7740
1,7740,5600
1,7800,2550
3,8960,6230
1,8930,5700
2,8740,4140
34,4720,5700
3,8140,7700
1,7750,4620
5,7750,4250
2,4250,4110
1,8610,6050
1,7900,5620
2,4250,3600
1,8950,4110
1,8100,5240
1,7830,4030
1,8640,7750
2,8740,4250
1,8800,4510
1,7920,1430
1,8610,7000
1,8960,4150
3,5240,2720
1,8220,5850
3,8960,9640
1,7840,5930
1,5930,950
3,8220,8140
3,7700,6230
1,4720,1400
1,1400,4150
2,7750,6240
1,8260,4010
1,7730,6260
2,4250,2200
1,2200,1410
1,1410,7410
1,8620,1960
1,1960,4850
1,8140,4250
1,4250,8030
1,8030,4250
1,8740,6200
1,8220,6050
1,8260,6230
6,8960,6260
1,8740,1360
2,7750,6420
1,6420,4220
1,8800,8650
1,8650,1920
3,7750,4220
1,4220,4200
9,8960,5620
1,5620,6330
1,8830,4030
1,7750,1340
1,1340,7340
2,8230,4110
3,4030,4040
2,5240,4230
1,8130,8910
2,8720,8220
1,140,50
1,8800,9500
1,7700,4010
1,7700,7000
1,8350,4810
1,8860,4020
1,8740,7410
1,5620,6940
1,8250,1540
1,8100,6420
1,7950,7010
3,8100,7750
1,7950,7020
1,7700,6440
1,2340,3410
2,7700,6600
1,8530,7700
2,7750,7840
1,7840,7750
3,8740,4900
3,8830,2910
1,2910,8830
1,7700,120
1,8630,430
2,8900,4020
1,7750,4060
1,7800,7340
2,7700,8140
2,8220,7720
1,8240,5000
3,8740,7200
1,8200,7750
1,7800,7750
1,7750,7730
1,7950,8740
57,4720,5240
2,5240,8800
1,8960,8720
1,8240,2320
2,4220,6050
2,7700,7020
1,8950,6520
1,8350,5600
1,7700,3510
1,3510,5240
1,7740,8220
2,8100,8960
1,6600,8140
7,7750,8140
1,8000,4250
2,4250,8000
1,8000,8140
3,8800,8960
1,8960,7930
1,8220,4220
2,4220,7750
1,7750,8530
1,8830,4420
1,4420,310
1,310,8960
2,8830,5310
1,5310,5220
2,8740,5620
2,4620,4540
3,4540,6230
1,6230,2600
1,7920,8740
1,8800,7800
1,7800,4250
1,5400,8250
1,8250,8800
1,8830,3600
1,8930,1040
1,1040,5110
2,8530,8960
1,8960,2320
1,2320,350
2,8740,9620
2,8140,7750
3,8740,7750
1,7750,5510
1,5510,6240
1,6240,1550
1,1550,5510
1,5510,4110
2,4110,6240
1,8000,5620
1,7700,9640
1,7840,7810
1,7810,7840
1,7840,4250
1,8960,8800
1,7720,8960
1,140,8960
1,7950,5860
1,7750,6730
1,6730,8260
1,8960,9750
3,8800,7750
2,7840,7800
1,7800,7300
1,7300,4230
1,8260,5400
1,5400,8260
1,8260,4600
1,4600,8260
1,7840,4900
1,7700,4060
2,7750,7720
2,7720,4030
1,4030,7720
5,4030,5860
5,8960,4110
1,4110,1010
1,1010,300
1,300,1430
3,4250,2630
1,8740,2630
5,8140,4020
1,7720,8220
3,7720,9620
1,8230,5860
2,8220,6260
2,6260,7950
3,8960,8220
1,8220,4230
2,4230,7750
1,8720,4010
1,7700,8320
1,8740,5110
1,7840,4030
1,8960,8320
3,9620,810
2,8140,8960
2,4140,4110
2,4140,4600
2,4600,4950
2,4950,4600
1,8800,4140
1,8100,6710
1,8740,710
1,710,120
1,8950,6440
1,140,1430
1,1430,300
1,8830,8260
2,8740,140
1,8500,7750
1,7920,1540
1,7720,4720
1,8960,7120
1,7700,9800
1,8460,5610
1,5610,2920
1,6230,8140
2,8220,4140
1,8830,8250
1,8250,8830
1,8130,8600
1,8960,6400
1,6400,4250
2,4250,220
1,220,8810
1,7750,2720
1,2720,7750
1,7750,2320
1,7700,8960
1,8830,5930
1,8640,6440
1,7750,4430
1,8800,8100
1,8830,4220
1,4220,2310
1,8240,3850
1,8530,4020
28,9620,4110
1,4110,8810
1,8960,340
1,340,3650
1,3650,4020
1,8740,220
1,7700,6530
1,8730,1960
1,8140,4960
2,7700,8740
1,7830,7850
1,8140,8000
1,8800,4760
1,8920,8760
1,8950,4710
1,6050,5930
1,5930,2200
1,2200,5930
1,8030,7330
1,7330,8030
1,4950,6260
2,4020,8220
1,8260,6520
1,6520,8810
1,7950,7350
1,8760,4720
1,8240,5850
1,7720,4250
1,8260,4020
1,8760,8650
2,8650,8960
2,8800,8220
2,8740,4020
1,8960,7920
1,7920,7900
2,8960,4030
3,4030,8960
1,7750,4840
1,4840,5100
1,8800,7810
2,8960,4510
1,5810,4510
1,8140,9130
1,8140,7340
1,7740,8810
2,7950,6440
1,8960,7900
1,8550,4250
1,8800,4110
1,8400,5930
2,8960,4230
2,8220,8960
1,8260,8800
1,8140,8710
1,7750,4050
1,4050,5310
1,5310,2750
1,2750,4610
2,8830,4110
1,8760,5240
1,7950,6230
1,6230,7950
1,7950,8960
1,8030,8960
1,7800,4010
2,6260,8960
2,7750,6600
1,8740,8920
1,8920,2600
1,2600,4230
1,8030,140
1,7700,140
1,7800,3500
1,7720,7110
1,7110,7720
1,8140,1550
1,6440,5620
1,8740,7020
1,7020,4220
1,8260,4430
1,4430,2630
1,2630,7010
1,7010,4110
14,6260,9620
1,8800,310
1,8740,1920
2,8740,4220
1,8230,4250
13,4720,4140
2,4140,4010
1,7700,340
1,8260,6510
1,8220,4130
1,8500,9810
1,7750,6200
1,7800,4000
2,4000,4110
1,140,4700
1,8800,4010
